id,name,email,phone_number,country_id,province_id,city_id,district_id,is_borrower,is_lender,identity_card_type,created_at,updated_at
73e46a7f-fe78-ea20-e41b-66d413c6bbdc,Rina Pratama,user0000@example.com,081245476194,ID,P35,C3579,D35795,True,True,KTP,2025-03-12 16:11:06,2025-03-12 21:22:27
536142e9-c563-e1f2-d5f9-895a9c17452a,Ayu Pratama,user0001@example.com,081307316675,ID,P32,C3204,D32049,True,False,KTP,2026-01-27 08:44:03,2026-01-27 14:53:50
2ff5ad69-1473-8dc2-0f8c-4445a3914cd9,Budi Setiawan,user0002@example.com,081196577619,ID,P33,C3322,D33222,True,False,KTP,2024-12-31 07:24:41,2024-12-31 18:31:17
408a6ea4-abb4-a907-95c7-6696feae32d6,Fajar Lestari,user0003@example.com,081165822480,ID,P31,C3173,D31739,True,False,KTP,2025-06-23 14:29:10,2025-11-15 21:44:22
d616f354-ab38-3f5c-a4f8-6bd8c457e2c9,Yoga Setiawan,user0004@example.com,081111360626,ID,P32,C3204,D32049,True,False,KTP,2025-05-29 22:55:22,2026-02-17 11:09:48
c060a112-d794-6244-5618-a39e947782c6,Dewi Rahayu,user0005@example.com,081305583823,ID,P12,C1207,D12075,False,True,KTP,2025-03-20 07:06:19,2025-03-20 21:10:11
c7ea559f-3e47-235f-30e1-113a025c98e7,Siti Setiawan,user0006@example.com,081395954086,ID,P33,C3319,D33194,True,True,KTP,2026-04-04 07:00:43,2026-04-04 10:09:11
5c0e4611-d0de-18aa-9e1c-d1409c23bf99,Rizky Pratama,user0007@example.com,081307446401,ID,P32,C3204,D32041,True,False,KTP,2024-09-21 06:44:33,2024-09-21 19:42:08
32583a5a-a26b-ad52-8156-25717c3f2e93,Yoga Pratama,user0008@example.com,081314344514,ID,P33,C3322,D33226,False,True,KTP,2024-06-21 07:18:38,2024-06-21 11:22:21
d77a0517-119b-a95f-e67d-d618733c030c,Rina Kusuma,user0009@example.com,081175691401,ID,P31,C3172,D31728,True,False,KTP,2024-06-10 10:26:52,2024-06-10 06:52:58
9da9adb8-1245-9949-a05f-2f46b9e2b02b,Rina Pratama,user0010@example.com,081274055074,ID,P33,C3322,D33229,True,False,KTP,2024-10-29 06:47:32,2024-10-29 14:26:07
e177e531-c98e-4122-6e75-83421a81a3eb,Siti Wijaya,user0011@example.com,081182779691,ID,P35,C3515,D35154,True,False,KTP,2024-11-29 19:36:10,2024-11-29 10:46:00
4c243070-64e0-fb6c-1e7b-e0310e8afb79,Lestari Setiawan,user0012@example.com,081118406839,ID,P31,C3172,D31723,True,False,KTP,2024-06-03 14:32:46,2024-06-03 06:52:57
3001f53b-b058-3d1b-8e7d-f1989c5151fb,Rizky Pratama,user0013@example.com,081333985791,ID,P31,C3173,D31739,True,False,PASSPORT,2026-03-04 06:52:55,2026-03-04 11:25:55
a6ee2c95-1619-9352-1ad6-b01e46ecb490,Putri Setiawan,user0014@example.com,081361760014,ID,P35,C3579,D35797,True,False,PASSPORT,2024-09-10 06:08:40,2024-09-10 16:21:38
fba26db6-57e3-6ecf-c45c-a20044e2721f,Yoga Nugroho,user0015@example.com,081170342686,ID,P12,C1207,D12072,True,True,KTP,2024-08-22 18:46:42,2024-08-22 11:03:10
3a75d36b-1539-aa8b-5a81-914191e03b7a,Fajar Pratama,user0016@example.com,081305368964,ID,P32,C3216,D32164,True,True,KTP,2024-07-01 06:27:41,2024-07-01 08:46:55
df9f844b-e938-bead-0113-6b4de0918d29,Agus Kusuma,user0017@example.com,081300269753,ID,P31,C3171,D31719,True,False,KTP,2025-08-13 22:28:17,2025-08-13 20:11:08
b2c72070-cfe3-f640-fcb5-4a39098c0e27,Fajar Saputra,user0018@example.com,081350795145,ID,P35,C3579,D35795,True,False,KTP,2025-05-08 10:14:45,2025-11-07 09:37:01
79576505-26eb-3efa-13b7-1f49bcbd9314,Budi Kusuma,user0019@example.com,081106841575,ID,P12,C1275,D12759,True,False,KTP,2025-06-29 14:06:39,2025-10-01 08:11:36
35a2f99a-7282-7595-2d43-021cf38c37d2,Ayu Wijaya,user0020@example.com,081244452557,ID,P32,C3273,D32734,True,False,KTP,2025-07-23 22:57:39,2025-07-23 09:16:35
ac7ae6fd-34bb-053f-aaf4-acc3bbe09f7c,Siti Santoso,user0021@example.com,081179133436,ID,P12,C1275,D12759,False,True,KTP,2024-07-27 14:12:34,2024-07-27 07:55:27
17babd11-299c-7c4e-0663-a10e309659f2,Siti Wijaya,user0022@example.com,081169326781,ID,P32,C3273,D32732,True,False,KTP,2025-06-06 21:55:22,2025-12-06 21:53:12
b7ee9b23-74e2-d37b-9846-c330221e622f,Andi Nugroho,user0023@example.com,081191870157,ID,P32,C3204,D32047,True,False,KTP,2024-10-21 14:56:01,2025-11-27 16:00:50
3bb71768-62df-fe65-69da-b879f1e49872,Fajar Rahayu,user0024@example.com,081265309367,ID,P12,C1207,D12073,True,False,KTP,2024-07-27 17:28:34,2024-07-27 06:00:08
77044e39-4e56-1e71-0143-0b8849d36c31,Rizky Nugroho,user0025@example.com,081163887902,ID,P35,C3579,D35792,False,True,KTP,2024-08-03 20:56:28,2024-08-03 08:40:05
2c64e7d6-a676-9731-bdaa-5ec7394d04d1,Putri Rahayu,user0026@example.com,081391238222,ID,P32,C3216,D32164,True,False,KTP,2025-05-14 17:47:18,2025-05-14 08:27:10
0dc6856e-b7c8-21d3-d32d-6ea67980ebea,Yoga Kusuma,user0027@example.com,081361292447,ID,P31,C3171,D31713,True,False,KTP,2025-07-13 09:39:36,2025-07-13 20:06:38
3300725b-f0d8-4053-c930-ba68c8371c06,Rina Nugroho,user0028@example.com,081159630700,ID,P32,C3216,D32161,True,False,KTP,2025-01-01 06:29:42,2026-04-12 09:45:49
20f5a352-de22-2f8c-3051-0b52a9dbe507,Putri Hidayat,user0029@example.com,081193482353,ID,P31,C3172,D31721,True,False,KTP,2025-06-02 10:24:48,2025-12-03 10:03:27
1db9f08b-8a9b-1b7a-abf9-4a0b2b8c7ebb,Rina Nugroho,user0030@example.com,081363184083,ID,P32,C3204,D32041,True,False,KTP,2024-06-26 06:08:32,2024-06-26 07:20:03
22c13d4b-cdea-8254-a296-15cee05b2a4d,Yoga Setiawan,user0031@example.com,081213666675,ID,P31,C3173,D31732,True,False,KTP,2025-03-28 11:49:56,2026-03-17 07:37:19
258df6d0-c4e9-3633-1d88-1810c15dfbed,Yoga Hidayat,user0032@example.com,081102190004,ID,P32,C3204,D32044,True,True,KTP,2024-12-04 18:39:52,2026-03-24 17:13:26
9ccb71bb-496f-0461-d577-9c4d626bd7a3,Fajar Nugroho,user0033@example.com,081151821302,ID,P31,C3173,D31733,False,True,PASSPORT,2025-10-10 19:49:56,2025-10-10 20:24:57
2ff40784-5523-c247-6740-8449359836a3,Ayu Pratama,user0034@example.com,081110709690,ID,P33,C3322,D33226,False,True,PASSPORT,2026-01-03 07:31:03,2026-01-03 08:42:40
735c05fb-965e-7232-1dcb-c80ce7e7fdfc,Budi Setiawan,user0035@example.com,081274757381,ID,P32,C3273,D32733,True,True,KTP,2025-05-21 17:55:50,2025-11-20 10:37:21
51a5eb46-97e4-ff37-94d1-ab6b0411d155,Ayu Pratama,user0036@example.com,081277453428,ID,P32,C3204,D32042,True,False,KTP,2024-10-29 18:36:37,2024-10-29 22:37:39
1aead7b7-bd8c-0b42-7cc8-4a74571b7db8,Putri Santoso,user0037@example.com,081194725322,ID,P35,C3515,D35157,True,False,KTP,2025-05-02 10:46:47,2026-05-07 07:42:21
f2db32a0-0bb6-6a5c-9802-62bf101aab6e,Fajar Santoso,user0038@example.com,081220281844,ID,P12,C1212,D12122,True,True,KTP,2024-12-20 17:50:51,2024-12-20 20:30:55
ecd1f4a6-b95c-b882-e688-4d62e9d847e3,Agus Setiawan,user0039@example.com,081151284126,ID,P31,C3171,D31719,True,False,KTP,2025-08-02 17:46:08,2025-10-30 17:13:49
ebd1a90b-128d-d1fc-26a6-cacd5a23f58a,Andi Nugroho,user0040@example.com,081329964124,ID,P35,C3515,D35154,True,False,KTP,2024-10-17 11:57:48,2024-10-17 18:05:09
b7aa817b-4562-a2c5-07c5-7fe30f1853e9,Yoga Rahayu,user0041@example.com,081258662573,ID,P31,C3173,D31733,True,False,KTP,2024-08-28 14:48:00,2024-08-28 15:04:56
03b188cb-0e2f-76cc-3e65-105125a81b18,Siti Santoso,user0042@example.com,081283001167,ID,P12,C1207,D12079,True,True,KTP,2025-01-01 10:42:35,2026-05-30 11:15:07
4e209a84-8648-837e-303c-e87575d02716,Siti Lestari,user0043@example.com,081226580199,ID,P12,C1275,D12759,True,False,KTP,2024-11-20 18:16:37,2025-06-11 12:15:45
eeaa3d41-677e-dd48-6721-7c7de401203a,Yoga Nugroho,user0044@example.com,081265935989,ID,P32,C3204,D32046,True,True,KTP,2025-07-06 13:53:00,2025-07-06 12:15:13
92f713b0-1ab6-33ee-808f-ca94981cdb05,Andi Santoso,user0045@example.com,081246729350,ID,P31,C3172,D31723,True,False,KTP,2024-09-05 11:17:15,2024-09-05 14:55:32
253978b2-6ed2-6fca-d7be-86ef9cc24a68,Putri Saputra,user0046@example.com,081102958705,ID,P12,C1212,D12122,True,True,KTP,2025-08-26 14:22:57,2025-08-26 22:21:21
11ee75e5-ee67-d958-1e84-0070ac1f0acd,Dewi Hidayat,user0047@example.com,081297060808,ID,P31,C3172,D31726,True,False,KTP,2024-12-17 17:18:40,2025-01-10 17:41:31
cace391c-dcfa-c73b-e331-9270b49920d3,Dewi Hidayat,user0048@example.com,081160540878,ID,P32,C3273,D32739,True,False,KTP,2025-01-24 07:15:16,2025-01-24 18:34:16
c6d5a901-0319-0789-cf0a-3a09c96b1c91,Siti Pratama,user0049@example.com,081360403961,ID,P12,C1275,D12752,True,False,KTP,2025-11-27 18:51:44,2025-11-27 09:30:34
f76dbf37-6e94-5c8f-f63d-8bd82e92bd2b,Budi Hidayat,user0050@example.com,081151786727,ID,P32,C3273,D32734,True,False,KTP,2024-08-07 12:15:00,2024-08-07 18:28:31
b7a85a9a-2177-338c-d5ee-c953f02dc1ee,Andi Santoso,user0051@example.com,081268367000,ID,P31,C3173,D31734,False,True,KTP,2026-01-06 20:46:04,2026-01-06 12:52:07
a632394a-ad9d-4392-61f1-f98aebd5366d,Yoga Setiawan,user0052@example.com,081385890322,ID,P12,C1275,D12757,True,True,KTP,2025-05-13 13:36:36,2026-05-02 14:38:10
cddbdf66-23ec-881c-312e-0ca2481033e2,Rizky Hidayat,user0053@example.com,081263048374,ID,P31,C3172,D31725,True,False,KTP,2025-12-28 22:23:41,2025-12-28 11:34:45
87164298-6f33-2815-1860-3bbbe144d17c,Putri Setiawan,user0054@example.com,081317811638,ID,P33,C3374,D33747,False,True,KTP,2025-10-08 15:37:05,2025-10-08 14:05:30
f6a3fc62-57ba-500e-6247-d13dbda23c67,Putri Kusuma,user0055@example.com,081252019118,ID,P31,C3172,D31729,True,False,KTP,2025-10-18 13:34:07,2026-05-08 18:12:23
3b272cc1-45d2-b7e1-8f5e-52f61480f735,Siti Kusuma,user0056@example.com,081353920958,ID,P31,C3171,D31717,True,False,KTP,2024-12-10 19:35:30,2026-03-01 07:34:57
0253e03d-3031-4cfd-a104-256335fe5280,Andi Kusuma,user0057@example.com,081330927502,ID,P12,C1207,D12077,True,True,KTP,2025-04-07 09:33:37,2026-03-26 19:44:50
9a4b8430-49c0-11d1-88f3-977fc5740a7f,Budi Wijaya,user0058@example.com,081320396694,ID,P33,C3374,D33746,True,False,KTP,2025-02-24 21:00:38,2025-07-15 11:02:22
71f63cb1-453d-e60d-a541-da6b1cbe4e4a,Rizky Pratama,user0059@example.com,081258674157,ID,P35,C3579,D35798,True,False,KTP,2024-10-04 13:49:41,2024-10-04 06:18:43
251c943c-bb00-2e9a-e211-d9a3cf5181ab,Siti Santoso,user0060@example.com,081301599016,ID,P31,C3172,D31727,True,False,KTP,2024-12-10 10:22:11,2024-12-10 20:09:16
4a418e83-8e04-378b-d623-8bf4b5a8b91c,Ayu Rahayu,user0061@example.com,081297610180,ID,P32,C3204,D32045,True,False,KTP,2024-11-05 09:54:18,2024-11-05 22:18:55
6843befe-0f4c-4a7c-991a-3225a17946c5,Ayu Hidayat,user0062@example.com,081119032342,ID,P12,C1207,D12077,False,True,KTP,2025-11-17 09:54:25,2025-11-17 07:53:29
20a18b56-9941-203f-322f-2dbc7581321a,Rizky Wijaya,user0063@example.com,081345386646,ID,P33,C3322,D33227,True,False,KTP,2024-11-01 19:47:57,2024-11-01 09:12:46
968a3936-b9c7-ef5f-a1f1-7ffac470773e,Ayu Lestari,user0064@example.com,081240753720,ID,P33,C3322,D33222,False,True,KTP,2024-09-08 21:59:05,2024-09-08 10:18:22
73502e89-3b04-6928-c23e-6a950c207aef,Rina Lestari,user0065@example.com,081309233619,ID,P31,C3171,D31713,True,False,KTP,2025-03-28 22:32:27,2025-06-27 13:40:26
10d5a32a-60d0-58e3-16ac-6a045506281d,Siti Wijaya,user0066@example.com,081338955724,ID,P32,C3204,D32048,True,False,KTP,2025-03-29 08:31:40,2025-12-23 12:35:03
8d22930d-14ff-ad95-b269-f2812dffd68f,Siti Rahayu,user0067@example.com,081349659967,ID,P12,C1212,D12127,True,False,KTP,2024-12-14 16:04:16,2026-04-14 22:04:00
05d6657f-6b3d-342c-9f4b-a4a53ca8af12,Andi Kusuma,user0068@example.com,081257247774,ID,P32,C3204,D32046,True,False,KTP,2024-08-23 06:34:11,2024-08-23 14:04:21
e859717e-f129-c34c-d275-5561d26b5ffd,Putri Rahayu,user0069@example.com,081395690404,ID,P33,C3322,D33228,True,False,KTP,2025-04-11 07:15:15,2025-08-29 08:38:19
b5913249-9019-975d-789d-077ef46462e2,Ayu Kusuma,user0070@example.com,081178450731,ID,P35,C3579,D35799,True,False,KTP,2024-11-28 20:39:35,2025-05-17 17:34:42
deb37b8e-af7d-c3d9-99f0-1a789be1b8bd,Rizky Setiawan,user0071@example.com,081198069155,ID,P12,C1275,D12756,True,False,KTP,2025-01-26 20:00:44,2025-01-26 17:54:29
e4954f3c-fa20-9f78-ee40-0f9b969a3034,Yoga Pratama,user0072@example.com,081386992896,ID,P31,C3173,D31739,True,False,KTP,2025-08-06 12:33:47,2025-08-06 06:33:26
caf44175-0c75-23a8-b6c8-39d1695a1678,Andi Saputra,user0073@example.com,081355744899,ID,P31,C3173,D31732,True,False,KTP,2025-01-18 15:58:47,2025-02-22 08:42:24
1313f0f2-8d32-9b52-3616-8b5f9cd73f68,Budi Lestari,user0074@example.com,081155629803,ID,P35,C3578,D35788,True,False,KTP,2024-09-07 12:54:32,2024-09-07 17:17:19
7559875e-048e-d744-0058-24e96b7dd66a,Lestari Pratama,user0075@example.com,081146222579,ID,P35,C3579,D35795,True,False,KTP,2024-11-07 14:30:48,2024-11-07 09:10:01
3b8edaa7-2823-ea74-cd30-398bc4c96cb1,Yoga Santoso,user0076@example.com,081166876054,ID,P33,C3322,D33224,True,False,KTP,2024-06-28 14:49:16,2024-06-28 07:18:32
440316b2-97ed-3fb5-d8c5-7b105f4c2a7a,Siti Pratama,user0077@example.com,081215664708,ID,P12,C1212,D12123,True,False,KTP,2024-12-14 10:28:10,2024-12-14 13:15:12
8020eb4d-0b8e-0fa1-0fec-bb997eb56238,Andi Rahayu,user0078@example.com,081140208373,ID,P33,C3322,D33226,True,False,KTP,2024-11-29 19:21:21,2024-11-29 06:47:23
9a0952fd-de57-6505-ce91-9771da00b936,Lestari Nugroho,user0079@example.com,081223338991,ID,P12,C1275,D12753,True,False,KTP,2025-02-15 20:29:25,2025-10-31 19:35:20
98a53552-9cd0-376b-92f1-47f5a3ae7dbc,Lestari Pratama,user0080@example.com,081146426636,ID,P35,C3578,D35789,True,False,KTP,2025-10-26 16:11:22,2026-03-12 11:41:02
69d1eade-07c1-9cef-9d41-2a4bbbb7d2a4,Budi Hidayat,user0081@example.com,081116463873,ID,P12,C1212,D12125,True,True,KTP,2025-09-17 18:33:26,2026-05-20 08:40:22
ba166c5c-caa5-2d42-ef20-0cfcd93d5237,Ayu Setiawan,user0082@example.com,081132824678,ID,P12,C1275,D12759,True,True,PASSPORT,2025-02-12 09:21:37,2025-02-12 08:54:58
9de3a777-b549-b0f8-2d92-5cc4d2660314,Andi Nugroho,user0083@example.com,081114210561,ID,P33,C3374,D33747,True,False,KTP,2025-02-20 08:53:26,2025-02-20 16:28:09
7ead2504-4a7c-57be-c93f-d08026aa95f3,Yoga Santoso,user0084@example.com,081358913591,ID,P32,C3216,D32162,True,False,KTP,2025-01-13 07:28:20,2025-01-13 19:21:51
ceeaad2a-ed1b-40d7-4511-7041bedb8893,Rina Santoso,user0085@example.com,081214704212,ID,P33,C3374,D33743,True,False,KTP,2024-09-14 21:22:02,2024-09-14 17:30:39
40775ca4-0a08-d217-2617-a0c24694e10d,Rizky Hidayat,user0086@example.com,081270142197,ID,P33,C3374,D33741,True,True,PASSPORT,2025-07-03 11:23:58,2025-10-24 07:16:24
374e3334-a734-fece-a0b8-7a4d3daa3da2,Dewi Lestari,user0087@example.com,081152740615,ID,P33,C3374,D33749,False,True,PASSPORT,2025-04-11 18:04:05,2025-04-11 18:09:16
4b30ad97-8ece-331b-e717-410a108ee8b8,Agus Hidayat,user0088@example.com,081198452969,ID,P12,C1207,D12076,True,False,KTP,2025-06-26 21:40:58,2025-06-26 19:04:59
f514cb3c-37bd-fdd4-f9ec-8cb35c265d31,Putri Santoso,user0089@example.com,081115150167,ID,P31,C3171,D31712,False,True,KTP,2025-01-12 19:49:42,2025-01-12 20:26:41
187f8822-d159-58f3-8bbf-a960365e7d14,Siti Pratama,user0090@example.com,081324426638,ID,P33,C3374,D33746,True,False,KTP,2025-05-24 06:46:24,2025-05-24 07:26:27
8539eac6-3c8b-d51e-95ff-d3f1a6b079d6,Yoga Rahayu,user0091@example.com,081232447842,ID,P32,C3273,D32731,True,False,KTP,2024-12-01 06:10:02,2024-12-01 09:17:23
49db77b0-261c-2270-55df-69ee2422e927,Budi Wijaya,user0092@example.com,081385353390,ID,P33,C3319,D33199,True,False,KTP,2025-05-16 12:47:34,2025-05-16 15:53:17
aa491bcf-31f9-3e32-fc53-c77c9e66b2ab,Agus Kusuma,user0093@example.com,081383979513,ID,P35,C3578,D35784,True,False,KTP,2024-08-21 14:34:54,2024-08-21 13:42:55
790037e0-c8eb-6d80-e8ad-ee63fa1c99d8,Putri Hidayat,user0094@example.com,081346541687,ID,P33,C3319,D33199,True,False,KTP,2024-06-03 18:31:51,2024-06-03 06:49:22
47a1b1a6-7841-a444-a452-bb4b55461ee5,Siti Rahayu,user0095@example.com,081294235568,ID,P31,C3171,D31714,True,False,KTP,2025-02-08 07:22:05,2025-02-08 12:42:09
f850f83b-84d9-4a0b-ddc2-b251f76f0463,Putri Lestari,user0096@example.com,081309758326,ID,P31,C3173,D31736,True,False,KTP,2025-01-06 08:56:43,2025-01-06 15:58:22
2b564ed0-4604-c18a-c90d-06187513991b,Rizky Santoso,user0097@example.com,081320071507,ID,P12,C1207,D12075,True,False,KTP,2025-03-18 10:24:58,2025-07-26 06:18:18
6c798656-d455-db73-f9b0-d009e29e3a6d,Lestari Santoso,user0098@example.com,081137541265,ID,P33,C3322,D33223,True,True,KTP,2024-10-31 08:44:35,2024-10-31 16:25:11
65a260ff-5c39-b858-16ff-d7388174f2c2,Dewi Wijaya,user0099@example.com,081141482467,ID,P33,C3319,D33193,True,False,KTP,2025-07-12 18:50:40,2025-07-12 06:11:13
787699bb-e157-6d25-5534-08139dc48e37,Siti Nugroho,user0100@example.com,081273949724,ID,P33,C3319,D33192,True,False,KTP,2024-12-27 18:07:51,2024-12-27 08:14:49
bd60e281-7638-a483-a038-189f89e59077,Lestari Kusuma,user0101@example.com,081310715703,ID,P31,C3171,D31711,True,False,KTP,2025-11-28 18:06:13,2026-02-21 18:29:59
12926e19-e815-f556-7e50-65d963d4722a,Dewi Wijaya,user0102@example.com,081386447983,ID,P32,C3216,D32168,True,False,KTP,2024-08-21 10:09:26,2024-08-21 06:22:25
00fb3966-d6ed-a1b4-9ef7-6347b2eb9319,Rina Nugroho,user0103@example.com,081245856958,ID,P33,C3322,D33229,False,True,PASSPORT,2025-05-20 21:59:43,2025-05-20 14:09:52
